worker_id,years_education,age,gender,location,state,sector,employment_type,social_group,religion,experience,education_level,log_wage,monthly_wage
27,10,26.0,Female,Rural,Maharashtra,Agriculture,Self-Employed,General,Muslim,10.0,Secondary,9.160037414061302,9509
28,5,45.0,Male,Rural,Odisha,Agriculture,Casual Labour,General,Hindu,34.0,Primary,9.373600274391249,11773
29,3,20.0,Male,Rural,Kerala,Construction,Casual Labour,OBC,Hindu,11.0,No Education,8.877436800989695,7168
30,3,54.0,Male,Rural,Gujarat,Construction,Self-Employed,General,Hindu,45.0,No Education,8.99648382158428,8075
31,2,42.0,Male,Urban,Assam,Services,Regular Wage,OBC,Muslim,34.0,No Education,11.144032867452717,69150
32,9,34.0,Female,Rural,Madhya Pradesh,Services,Self-Employed,ST,Hindu,19.0,Middle,9.844763023666564,18859
33,2,42.0,Female,Rural,Madhya Pradesh,Services,Casual Labour,General,Muslim,34.0,No Education,9.130033797318527,9228
34,4,33.0,Male,Rural,Madhya Pradesh,Agriculture,Casual Labour,ST,Hindu,23.0,No Education,9.150157325740256,9416
35,12,36.0,Female,Rural,Kerala,Agriculture,Casual Labour,SC,Other,18.0,Higher Secondary,9.342748307361429,11416
36,2,28.0,Female,Urban,Gujarat,Manufacturing,Self-Employed,SC,Hindu,20.0,No Education,10.169661890503242,26099
37,9,32.0,Female,Rural,Odisha,Agriculture,Regular Wage,SC,Muslim,17.0,Middle,9.51308563332325,13536
38,9,19.0,Male,Rural,Uttar Pradesh,Agriculture,Casual Labour,SC,Hindu,4.0,Middle,9.023679652685752,8297
39,4,51.0,Male,Rural,Odisha,Construction,Regular Wage,SC,Hindu,41.0,No Education,9.34372466051319,11427
40,2,37.0,Male,Rural,Odisha,Manufacturing,Casual Labour,ST,Hindu,29.0,No Education,9.814538067388952,18298
41,4,41.0,Female,Urban,Uttar Pradesh,Services,Self-Employed,General,Muslim,31.0,No Education,9.943737225019792,20821
42,0,47.0,Male,Rural,Odisha,Manufacturing,Regular Wage,OBC,Hindu,41.0,No Education,9.907868074726679,20088
43,6,23.0,Female,Rural,Rajasthan,Agriculture,Regular Wage,OBC,Hindu,11.0,Primary,9.370171512613984,11733
44,11,38.0,Male,Rural,Assam,Agriculture,Casual Labour,OBC,Hindu,21.0,Secondary,9.942619571266507,20798
45,12,18.0,Male,Rural,Kerala,Agriculture,Regular Wage,SC,Muslim,0.0,Higher Secondary,10.582330631147896,39432
46,2,42.0,Female,Rural,Kerala,Agriculture,Casual Labour,OBC,Hindu,34.0,No Education,9.126612008429957,9197
47,5,33.0,Female,Rural,Rajasthan,Agriculture,Regular Wage,General,Hindu,22.0,Primary,9.19797571177738,9877
48,12,49.0,Male,Rural,Maharashtra,Agriculture,Self-Employed,General,Other,31.0,Higher Secondary,10.347978465757551,31194
49,2,34.0,Female,Urban,Maharashtra,Agriculture,Casual Labour,General,Hindu,26.0,No Education,9.238338215931261,10284
50,11,31.0,Male,Urban,Odisha,Services,Self-Employed,ST,Hindu,14.0,Secondary,10.904449339716766,54418
51,0,40.0,Male,Urban,Gujarat,Agriculture,Self-Employed,OBC,Hindu,34.0,No Education,9.73719396902009,16936
52,6,31.0,Male,Rural,Kerala,Agriculture,Regular Wage,General,Hindu,19.0,Primary,9.580196586722932,14475
53,5,35.0,Male,Rural,Bihar,Services,Self-Employed,General,Hindu,24.0,Primary,9.600507753904655,14772
54,13,34.0,Male,Rural,Kerala,Services,Regular Wage,SC,Hindu,15.0,Higher Secondary,11.40184871762284,89487
55,2,36.0,Male,Urban,Gujarat,Services,Regular Wage,ST,Hindu,28.0,No Education,10.837374485318751,50888
56,0,35.0,Male,Urban,Tamil Nadu,Services,Self-Employed,General,Hindu,29.0,No Education,10.157852348049898,25793
57,12,50.0,Male,Rural,Andhra Pradesh,Manufacturing,Regular Wage,ST,Hindu,32.0,Higher Secondary,10.964165738351266,57767
58,11,43.0,Male,Urban,Madhya Pradesh,Construction,Self-Employed,ST,Hindu,26.0,Secondary,10.668159594457931,42966
59,1,40.0,Male,Rural,Rajasthan,Construction,Casual Labour,ST,Hindu,33.0,No Education,9.697786129012824,16282
60,17,25.0,Male,Rural,Gujarat,Manufacturing,Regular Wage,General,Hindu,2.0,Graduate+,11.705314658324816,121214
61,3,35.0,Male,Rural,Odisha,Construction,Self-Employed,OBC,Muslim,26.0,No Education,9.92366634029517,20408
62,3,18.0,Female,Urban,Madhya Pradesh,Manufacturing,Self-Employed,General,Hindu,9.0,No Education,9.283234225070967,10756
63,11,18.0,Male,Rural,Punjab,Agriculture,Regular Wage,General,Hindu,1.0,Secondary,9.70778804174079,16445
64,12,56.0,Male,Urban,Uttar Pradesh,Construction,Regular Wage,OBC,Hindu,38.0,Higher Secondary,10.238467240144576,27958
65,7,40.0,Male,Rural,Bihar,Services,Regular Wage,OBC,Hindu,27.0,Primary,10.291384295359757,29478
66,0,53.0,Male,Urban,Madhya Pradesh,Services,Self-Employed,OBC,Hindu,47.0,No Education,10.273682983313584,28960
67,6,51.0,Male,Urban,Maharashtra,Construction,Casual Labour,General,Hindu,39.0,Primary,10.107507793186791,24526
68,8,44.0,Male,Urban,Gujarat,Manufacturing,Regular Wage,General,Hindu,30.0,Middle,10.70106386292237,44403
69,10,48.0,Female,Urban,Uttar Pradesh,Trade,Regular Wage,OBC,Hindu,32.0,Secondary,10.89182094956326,53735
70,3,42.0,Male,Urban,Assam,Manufacturing,Self-Employed,SC,Hindu,33.0,No Education,9.950593218866553,20965
71,5,46.0,Female,Rural,Haryana,Agriculture,Self-Employed,ST,Hindu,35.0,Primary,8.139912688048959,3429
72,11,33.0,Male,Rural,Karnataka,Construction,Regular Wage,SC,Hindu,16.0,Secondary,10.126153477424626,24988
73,2,20.0,Male,Urban,Maharashtra,Services,Self-Employed,ST,Hindu,12.0,No Education,9.87395640307008,19418
74,8,30.0,Male,Urban,Rajasthan,Agriculture,Casual Labour,OBC,Hindu,16.0,Middle,9.96160039688339,21197
75,4,49.0,Male,Rural,Madhya Pradesh,Manufacturing,Regular Wage,OBC,Hindu,39.0,No Education,10.053145116153827,23229
76,8,58.0,Male,Urban,Tamil Nadu,Agriculture,Self-Employed,OBC,Christian,44.0,Middle,9.404928772277964,12148
77,2,40.0,Male,Rural,Maharashtra,Agriculture,Regular Wage,SC,Muslim,32.0,No Education,9.221711609971083,10114
78,6,51.0,Male,Rural,Maharashtra,Services,Regular Wage,SC,Hindu,39.0,Primary,10.524443627237495,37214
79,11,46.0,Male,Urban,Uttar Pradesh,Trade,Self-Employed,SC,Hindu,29.0,Secondary,11.249857241254198,76869
80,9,25.0,Male,Rural,West Bengal,Agriculture,Regular Wage,General,Hindu,10.0,Middle,9.488034254099883,13201
81,5,28.0,Male,Rural,Karnataka,Agriculture,Regular Wage,OBC,Hindu,17.0,Primary,9.423910242897684,12381
82,3,19.0,Female,Urban,Assam,Construction,Casual Labour,OBC,Hindu,10.0,No Education,8.759413985319462,6370
83,10,34.0,Female,Rural,Haryana,Agriculture,Regular Wage,OBC,Hindu,18.0,Secondary,9.427743251020289,12428
84,1,40.0,Male,Urban,Andhra Pradesh,Manufacturing,Self-Employed,General,Hindu,33.0,No Education,10.480305130857142,35607
85,6,51.0,Male,Urban,Rajasthan,Agriculture,Casual Labour,OBC,Muslim,39.0,Primary,9.22895963137295,10188
86,4,41.0,Male,Rural,Rajasthan,Construction,Self-Employed,General,Hindu,31.0,No Education,9.639521964374719,15360
87,0,27.0,Male,Urban,Assam,Construction,Self-Employed,ST,Hindu,21.0,No Education,9.991994264301367,21851
88,2,53.0,Male,Rural,Uttar Pradesh,Manufacturing,Self-Employed,OBC,Hindu,45.0,No Education,9.938293613055137,20708
89,8,28.0,Female,Rural,Uttar Pradesh,Services,Casual Labour,SC,Hindu,14.0,Middle,9.394270845198875,12019
90,2,56.0,Female,Urban,Uttar Pradesh,Construction,Regular Wage,OBC,Hindu,48.0,No Education,9.399668964357245,12084
91,4,23.0,Male,Urban,West Bengal,Agriculture,Self-Employed,OBC,Christian,13.0,No Education,9.545117160651456,13976
92,7,34.0,Male,Rural,Uttar Pradesh,Agriculture,Regular Wage,ST,Muslim,21.0,Primary,9.078487959955563,8765
93,10,37.0,Female,Rural,Tamil Nadu,Manufacturing,Casual Labour,OBC,Hindu,21.0,Secondary,9.94355510230101,20818
94,3,37.0,Male,Rural,Rajasthan,Agriculture,Casual Labour,OBC,Hindu,28.0,No Education,9.009624386482367,8181
95,1,49.0,Male,Urban,Tamil Nadu,Agriculture,Regular Wage,ST,Hindu,42.0,No Education,10.077699825845325,23806
96,8,19.0,Female,Rural,West Bengal,Manufacturing,Regular Wage,OBC,Hindu,5.0,Middle,9.607057881500875,14869
97,11,28.0,Male,Rural,Assam,Agriculture,Regular Wage,OBC,Hindu,11.0,Secondary,9.563622414454407,14237
98,6,38.0,Female,Rural,Gujarat,Services,Casual Labour,SC,Hindu,26.0,Primary,9.629450034163499,15206
99,8,49.0,Male,Urban,Karnataka,Agriculture,Casual Labour,OBC,Muslim,35.0,Middle,9.950972323509903,20973
100,1,46.0,Male,Rural,Rajasthan,Construction,Casual Labour,General,Hindu,39.0,No Education,9.087908142560709,8848
101,5,29.0,Male,Urban,Haryana,Agriculture,Casual Labour,OBC,Christian,18.0,Primary,9.507312417910494,13458
102,11,41.0,Male,Rural,Assam,Agriculture,Casual Labour,ST,Hindu,24.0,Secondary,9.824364487488266,18479
103,11,31.0,Female,Urban,Tamil Nadu,Trade,Self-Employed,OBC,Muslim,14.0,Secondary,10.118851151027101,24806
104,15,59.0,Male,Rural,Rajasthan,Agriculture,Regular Wage,SC,Hindu,38.0,Higher Secondary,10.739293489297763,46133
105,9,18.0,Male,Rural,Bihar,Agriculture,Casual Labour,OBC,Hindu,3.0,Middle,9.403491232556268,12131
106,1,21.0,Female,Urban,Andhra Pradesh,Manufacturing,Regular Wage,General,Hindu,14.0,No Education,10.384754394669356,32362
107,6,43.0,Male,Rural,Andhra Pradesh,Agriculture,Regular Wage,OBC,Hindu,31.0,Primary,9.218248345814299,10079
108,5,22.0,Male,Rural,Odisha,Agriculture,Self-Employed,General,Hindu,11.0,Primary,8.98652170478891,7995
109,6,18.0,Female,Rural,Gujarat,Manufacturing,Regular Wage,OBC,Hindu,6.0,Primary,9.595291701265866,14695
110,1,49.0,Female,Rural,Uttar Pradesh,Construction,Self-Employed,General,Hindu,42.0,No Education,8.984780122457313,7981
111,4,39.0,Female,Rural,Maharashtra,Trade,Regular Wage,General,Hindu,29.0,No Education,9.713378159998099,16537
112,9,46.0,Male,Rural,Odisha,Agriculture,Regular Wage,OBC,Hindu,31.0,Middle,9.623563482132948,15117
113,13,61.0,Male,Urban,West Bengal,Services,Regular Wage,OBC,Muslim,42.0,Higher Secondary,11.150995564389817,69633
114,1,34.0,Female,Rural,Assam,Manufacturing,Casual Labour,OBC,Muslim,27.0,No Education,9.348336628044716,11480
115,13,43.0,Male,Urban,Odisha,Trade,Self-Employed,General,Hindu,24.0,Higher Secondary,10.866763448465282,52405
116,10,24.0,Female,Rural,Assam,Agriculture,Casual Labour,OBC,Muslim,8.0,Secondary,8.925306132099342,7520
117,3,38.0,Male,Urban,Punjab,Services,Casual Labour,OBC,Hindu,29.0,No Education,10.58600572137232,39577
118,3,26.0,Male,Urban,Tamil Nadu,Agriculture,Casual Labour,OBC,Hindu,17.0,No Education,9.249105958028364,10395
119,2,41.0,Male,Rural,Gujarat,Services,Casual Labour,SC,Muslim,33.0,No Education,10.242711079683259,28077
120,1,37.0,Male,Urban,Tamil Nadu,Agriculture,Self-Employed,General,Muslim,30.0,No Education,9.648001524672239,15491
121,12,18.0,Female,Urban,Madhya Pradesh,Manufacturing,Casual Labour,General,Hindu,0.0,Higher Secondary,9.284736843952192,10772
122,10,25.0,Male,Rural,Maharashtra,Construction,Casual Labour,ST,Hindu,9.0,Secondary,9.68536342871536,16081
123,9,60.0,Female,Rural,Andhra Pradesh,Agriculture,Self-Employed,OBC,Hindu,45.0,Middle,9.258005954431992,10488
124,11,23.0,Female,Rural,Assam,Construction,Regular Wage,OBC,Hindu,6.0,Secondary,9.128609435383613,9215
125,6,18.0,Female,Rural,Andhra Pradesh,Services,Regular Wage,ST,Hindu,6.0,Primary,10.244835033038944,28137
126,3,31.0,Female,Rural,Madhya Pradesh,Agriculture,Casual Labour,ST,Hindu,22.0,No Education,8.67549460917667,5858
127,2,35.0,Male,Rural,Haryana,Services,Self-Employed,ST,Hindu,27.0,No Education,10.132097102812715,25137
128,13,35.0,Female,Rural,Assam,Services,Self-Employed,OBC,Hindu,16.0,Higher Secondary,10.59169467802892,39803
129,2,37.0,Female,Rural,Assam,Agriculture,Regular Wage,OBC,Hindu,29.0,No Education,9.030788748632297,8356
130,4,36.0,Male,Rural,Haryana,Agriculture,Casual Labour,OBC,Hindu,26.0,No Education,8.979543548358237,7939
131,3,28.0,Male,Rural,Kerala,Services,Self-Employed,General,Hindu,19.0,No Education,10.207976259761763,27119
132,14,26.0,Male,Urban,Maharashtra,Trade,Regular Wage,OBC,Hindu,6.0,Higher Secondary,10.967574524692166,57964
133,2,28.0,Male,Rural,Haryana,Agriculture,Casual Labour,General,Hindu,20.0,No Education,9.093122993999616,8894
134,1,40.0,Male,Urban,Andhra Pradesh,Trade,Regular Wage,ST,Hindu,33.0,No Education,10.036181384649389,22838
135,5,18.0,Female,Urban,Madhya Pradesh,Agriculture,Self-Employed,SC,Hindu,7.0,Primary,8.507392544881816,4951
136,12,52.0,Male,Rural,Punjab,Agriculture,Casual Labour,General,Muslim,34.0,Higher Secondary,10.307926004613126,29969
137,12,39.0,Female,Rural,Haryana,Agriculture,Self-Employed,OBC,Hindu,21.0,Higher Secondary,9.831642767213927,18614
138,1,46.0,Female,Urban,Assam,Services,Casual Labour,SC,Muslim,39.0,No Education,9.793932957745602,17925
139,5,18.0,Male,Rural,Bihar,Agriculture,Self-Employed,OBC,Hindu,7.0,Primary,9.152155943702146,9435
140,1,30.0,Male,Urban,Haryana,Construction,Casual Labour,General,Hindu,23.0,No Education,9.392432042936125,11997
141,12,44.0,Female,Rural,Uttar Pradesh,Agriculture,Self-Employed,OBC,Muslim,26.0,Higher Secondary,10.084999709982757,23981
142,3,40.0,Male,Rural,Punjab,Manufacturing,Self-Employed,OBC,Hindu,31.0,No Education,9.48425334010568,13151
143,8,39.0,Female,Rural,Rajasthan,Agriculture,Self-Employed,SC,Hindu,25.0,Middle,9.324129312348278,11205
144,5,27.0,Male,Rural,Madhya Pradesh,Agriculture,Self-Employed,General,Hindu,16.0,Primary,9.320272658767284,11162
145,7,30.0,Male,Rural,Bihar,Agriculture,Casual Labour,SC,Hindu,17.0,Primary,8.876343652375796,7161
146,13,40.0,Male,Urban,Madhya Pradesh,Construction,Regular Wage,OBC,Hindu,21.0,Higher Secondary,11.237925480467496,75957
147,2,45.0,Male,Urban,West Bengal,Agriculture,Self-Employed,OBC,Hindu,37.0,No Education,9.704255232359118,16387
148,3,40.0,Female,Rural,Punjab,Trade,Casual Labour,General,Hindu,31.0,No Education,9.094604343364264,8907
149,7,39.0,Male,Urban,Madhya Pradesh,Agriculture,Self-Employed,OBC,Hindu,26.0,Primary,9.595705292626706,14702
150,4,23.0,Male,Rural,Tamil Nadu,Services,Regular Wage,General,Muslim,13.0,No Education,9.96846952595718,21343
151,2,48.0,Female,Urban,Bihar,Construction,Regular Wage,OBC,Hindu,40.0,No Education,9.778080765811978,17643
152,11,23.0,Female,Urban,Odisha,Agriculture,Regular Wage,ST,Christian,6.0,Secondary,9.603165948677495,14812
153,4,35.0,Female,Rural,Andhra Pradesh,Agriculture,Regular Wage,General,Hindu,25.0,No Education,8.671157595793147,5832
154,6,30.0,Male,Urban,Haryana,Manufacturing,Self-Employed,General,Hindu,18.0,Primary,10.001319930504039,22056
155,1,30.0,Male,Rural,Tamil Nadu,Agriculture,Regular Wage,ST,Hindu,23.0,No Education,9.370766247647898,11740
156,0,51.0,Female,Rural,Odisha,Agriculture,Casual Labour,SC,Hindu,45.0,No Education,8.663799841489224,5789
157,4,41.0,Male,Rural,Gujarat,Agriculture,Casual Labour,OBC,Muslim,31.0,No Education,9.098964324099434,8946
158,1,24.0,Female,Urban,Kerala,Agriculture,Regular Wage,SC,Hindu,17.0,No Education,9.045805849783939,8483
159,5,31.0,Female,Urban,West Bengal,Services,Regular Wage,OBC,Hindu,20.0,Primary,10.57854064886068,39283
160,4,24.0,Male,Urban,Odisha,Trade,Self-Employed,OBC,Hindu,14.0,No Education,9.901641042600893,19963
161,4,35.0,Male,Rural,Bihar,Agriculture,Regular Wage,General,Hindu,25.0,No Education,9.454079465459854,12760
162,9,24.0,Male,Urban,Punjab,Manufacturing,Self-Employed,SC,Hindu,9.0,Middle,10.088635652971925,24068
163,0,18.0,Female,Urban,Tamil Nadu,Agriculture,Self-Employed,SC,Hindu,12.0,No Education,8.856433897778583,7019
164,6,25.0,Male,Rural,Bihar,Services,Casual Labour,SC,Hindu,13.0,Primary,10.143001194143922,25413
165,7,18.0,Male,Rural,Uttar Pradesh,Manufacturing,Self-Employed,General,Hindu,5.0,Primary,9.258836740021376,10497
166,8,43.0,Female,Urban,Andhra Pradesh,Manufacturing,Self-Employed,OBC,Hindu,29.0,Middle,10.098919421923439,24317
167,6,40.0,Male,Urban,West Bengal,Services,Casual Labour,OBC,Hindu,28.0,Primary,10.535519236281798,37629
168,17,27.0,Male,Rural,Andhra Pradesh,Manufacturing,Regular Wage,ST,Hindu,4.0,Graduate+,12.109240395645553,181542
169,6,26.0,Male,Rural,Bihar,Services,Regular Wage,OBC,Christian,14.0,Primary,10.412563817345543,33275
170,5,23.0,Male,Rural,Bihar,Trade,Regular Wage,General,Hindu,12.0,Primary,10.010094727620778,22250
171,3,35.0,Female,Rural,Rajasthan,Services,Regular Wage,OBC,Hindu,26.0,No Education,9.605978285126106,14853
172,1,40.0,Male,Rural,Maharashtra,Trade,Regular Wage,OBC,Hindu,33.0,No Education,10.078089977706286,23815
173,9,20.0,Female,Urban,Gujarat,Agriculture,Casual Labour,OBC,Hindu,5.0,Middle,8.902008931752546,7347
174,11,21.0,Male,Rural,Uttar Pradesh,Services,Regular Wage,SC,Hindu,4.0,Secondary,10.60110014752956,40179
175,4,43.0,Male,Rural,Tamil Nadu,Manufacturing,Regular Wage,OBC,Christian,33.0,No Education,9.661387923121806,15700
176,13,31.0,Male,Rural,Gujarat,Agriculture,Regular Wage,OBC,Hindu,12.0,Higher Secondary,10.02506004150811,22585
177,8,50.0,Male,Urban,Rajasthan,Agriculture,Self-Employed,OBC,Hindu,36.0,Middle,9.478218932931757,13072
178,8,43.0,Female,Rural,Kerala,Manufacturing,Regular Wage,OBC,Hindu,29.0,Middle,9.972562458072836,21430
179,6,18.0,Male,Urban,Maharashtra,Agriculture,Casual Labour,General,Hindu,6.0,Primary,9.360224262632864,11617
180,12,23.0,Female,Rural,Gujarat,Manufacturing,Regular Wage,SC,Hindu,5.0,Higher Secondary,10.034101907035271,22791
181,12,43.0,Male,Rural,Bihar,Manufacturing,Casual Labour,OBC,Hindu,25.0,Higher Secondary,10.957874396875834,57404
182,12,19.0,Male,Rural,Andhra Pradesh,Services,Regular Wage,OBC,Hindu,1.0,Higher Secondary,10.835606354035813,50798
183,0,25.0,Male,Urban,Madhya Pradesh,Construction,Casual Labour,General,Hindu,19.0,No Education,9.955877126280402,21076
184,10,39.0,Male,Rural,Gujarat,Agriculture,Self-Employed,General,Hindu,23.0,Secondary,9.714058803277009,16549
185,16,49.0,Male,Rural,Rajasthan,Trade,Casual Labour,General,Hindu,27.0,Graduate+,11.676874079390867,117815
186,1,20.0,Male,Urban,Gujarat,Agriculture,Regular Wage,General,Hindu,13.0,No Education,9.501565312243967,13381
187,1,41.0,Male,Rural,Madhya Pradesh,Agriculture,Regular Wage,General,Hindu,34.0,No Education,9.242271488726479,10324
188,0,31.0,Female,Rural,Gujarat,Agriculture,Regular Wage,ST,Hindu,25.0,No Education,8.964206281325731,7818
189,3,18.0,Female,Urban,Rajasthan,Services,Casual Labour,OBC,Hindu,9.0,No Education,10.175522046055645,26253
190,10,44.0,Male,Urban,Punjab,Trade,Regular Wage,OBC,Hindu,28.0,Secondary,11.146718142712146,69336
191,6,31.0,Female,Urban,Maharashtra,Services,Self-Employed,ST,Hindu,19.0,Primary,10.238647029012165,27963
192,9,34.0,Male,Rural,Bihar,Manufacturing,Regular Wage,General,Hindu,19.0,Middle,10.065562379758624,23519
193,2,44.0,Female,Rural,Assam,Agriculture,Regular Wage,OBC,Muslim,36.0,No Education,9.461967396069058,12861
194,6,43.0,Male,Urban,Haryana,Construction,Self-Employed,ST,Hindu,31.0,Primary,9.81077742507409,18229
195,13,26.0,Female,Rural,Assam,Agriculture,Regular Wage,SC,Hindu,7.0,Higher Secondary,10.281343383872683,29183
196,9,23.0,Female,Rural,Punjab,Services,Regular Wage,General,Hindu,8.0,Middle,9.815055074727397,18307
197,3,44.0,Female,Rural,Bihar,Agriculture,Casual Labour,OBC,Hindu,35.0,No Education,8.789673371145051,6566
198,3,58.0,Male,Rural,Assam,Agriculture,Self-Employed,OBC,Muslim,49.0,No Education,9.345552400797102,11448
199,1,32.0,Male,Rural,Punjab,Trade,Regular Wage,SC,Hindu,25.0,No Education,10.140842468858363,25358
200,11,42.0,Male,Urban,Uttar Pradesh,Manufacturing,Casual Labour,SC,Hindu,25.0,Secondary,10.826467088106597,50336
201,4,32.0,Female,Rural,Punjab,Manufacturing,Self-Employed,General,Hindu,22.0,No Education,9.769728987693473,17496
202,9,35.0,Male,Rural,Gujarat,Services,Self-Employed,General,Hindu,20.0,Middle,10.592610827725714,39839
203,1,39.0,Male,Rural,Assam,Services,Self-Employed,OBC,Hindu,32.0,No Education,10.084012391162515,23957
204,0,25.0,Female,Rural,Tamil Nadu,Manufacturing,Self-Employed,General,Hindu,19.0,No Education,9.011923749354954,8200
205,12,18.0,Male,Rural,Uttar Pradesh,Manufacturing,Self-Employed,General,Hindu,0.0,Higher Secondary,10.854930057029927,51789
206,12,44.0,Male,Rural,Madhya Pradesh,Construction,Regular Wage,ST,Hindu,26.0,Higher Secondary,10.393167819883145,32636
207,6,39.0,Male,Urban,Odisha,Agriculture,Regular Wage,OBC,Hindu,27.0,Primary,10.453787312698696,34675
208,1,43.0,Male,Urban,Gujarat,Agriculture,Regular Wage,OBC,Hindu,36.0,No Education,9.668484850246735,15811
209,5,51.0,Male,Rural,Assam,Construction,Regular Wage,OBC,Muslim,40.0,Primary,9.539076930062373,13892
210,5,18.0,Male,Rural,West Bengal,Trade,Self-Employed,SC,Hindu,7.0,Primary,9.422330768089523,12361
211,5,38.0,Male,Rural,Odisha,Manufacturing,Self-Employed,General,Hindu,27.0,Primary,10.00905429066641,22227
212,9,38.0,Female,Rural,Karnataka,Agriculture,Regular Wage,SC,Hindu,23.0,Middle,9.435545284841737,12526
213,13,38.0,Male,Rural,Kerala,Trade,Casual Labour,OBC,Hindu,19.0,Higher Secondary,10.488550963821117,35902
214,3,18.0,Female,Rural,Maharashtra,Construction,Regular Wage,ST,Hindu,9.0,No Education,9.831226307081034,18606
215,6,48.0,Male,Rural,Tamil Nadu,Agriculture,Casual Labour,General,Muslim,36.0,Primary,9.16315268814421,9539
216,17,36.0,Male,Rural,Karnataka,Services,Regular Wage,OBC,Hindu,13.0,Graduate+,12.445139503030262,254013
217,9,43.0,Female,Rural,Tamil Nadu,Agriculture,Self-Employed,OBC,Hindu,28.0,Middle,9.275598012528679,10674
218,11,34.0,Male,Rural,Gujarat,Trade,Self-Employed,SC,Hindu,17.0,Secondary,10.037091363896042,22859
219,14,46.0,Male,Urban,Punjab,Trade,Casual Labour,General,Hindu,26.0,Higher Secondary,11.380415084782747,87589
220,4,44.0,Male,Urban,Kerala,Manufacturing,Regular Wage,OBC,Hindu,34.0,No Education,10.818734211073181,49948
221,1,30.0,Male,Rural,Gujarat,Trade,Self-Employed,OBC,Hindu,23.0,No Education,9.172018774489937,9624
222,9,22.0,Male,Rural,Rajasthan,Agriculture,Casual Labour,OBC,Hindu,7.0,Middle,9.171411935967344,9618
223,10,46.0,Female,Urban,Assam,Trade,Casual Labour,General,Hindu,30.0,Secondary,10.141551357082607,25376
224,3,18.0,Male,Rural,Madhya Pradesh,Services,Regular Wage,SC,Hindu,9.0,No Education,9.722688619000103,16692
225,1,26.0,Female,Rural,West Bengal,Agriculture,Regular Wage,General,Hindu,19.0,No Education,8.588654586140343,5370
